时间,标题,描述,链接,转发内容,发布人,attitude,images,reposts_count,comments_count,sort,industry,related_words,site_name,area
2021-03-19 23:58:00,又一快递巨头倒下，刘强东预言成真！,2019年2月，安能物流壮士断腕，砍掉了旗下寄予厚望的安能快递，回到了两年前的快运行业。,http://mp.weixin.qq.com/s?__biz=MzU2OTY0NDM1Nw==&mid=2247485679&idx=3&sn=5c33bfad981d5e51f39d9cc8914311fd&scene=0,,,非敏感,,,,,其他,"安能物流,优速",微信,广东
2021-03-19 23:57:00,西方抽象人物铜雕厂价,生产周期大概是20天左右。雕塑加工好后。 西方抽象人物铜雕厂价所以很受顾客喜爱。打渔铜雕属于铜雕的一种。在制作打渔铜雕以前，要时间确定终雕塑图片。假如客户需要重新设计雕塑图，会帮忙引荐设计工作室。公司会依据图纸给出报价。例如高1米以下的打渔铜雕，价格一般在9万左右。根据确定好的图纸，开始购买少杂质的石头。为了确保打渔铜雕的整体安全，采用要重做模具包装。我们推荐您选用安能物流进行运输。,https://www.hepan.com/wnews/hbzjds2/1/2990779.html,,,非敏感,,,,,其他,安能物流,蓝色河畔,广东
2021-03-19 23:57:00,转发微博,,http://weibo.com/6170963146/K6Y8Nm4Cs,@江苏建筑职业技术学院 #教育优速递#【教育部：#冒名顶替入学学位将被撤销#】3月15日，教育部发布学位法草案征求意见稿。其中，学位论文或者实践成果存在严重剽窃、伪造、抄袭、数据造假等学术不端行为的，以冒名顶替、徇私舞弊等非法手段取得入学资格或者毕业证书的，将被撤销学位，收回或者宣布学位证书无效。#论文造假将被撤销学位##初高中学历团伙代写医学论文获刑#（via.@人民日报 ）,鹿先生twq,敏感,http://wx1.sinaimg.cn/thumbnail/c08a37fcgy1gomn2a3b55j20c80k20ua.jpg,0,0,转发,政务 公安,优速,新浪微博,江苏
2021-03-19 23:57:00,转发微博,,http://weibo.com/6170963146/K6Y8Nm4Cs,@江苏建筑职业技术学院 #教育优速递#【教育部：#冒名顶替入学学位将被撤销#】3月15日，教育部发布学位法草案征求意见稿。其中，学位论文或者实践成果存在严重剽窃、伪造、抄袭、数据造假等学术不端行为的，以冒名顶替、徇私舞弊等非法手段取得入学资格或者毕业证书的，将被撤销学位，收回或者宣布学位证书无效。#论文造假将被撤销学位##初高中学历团伙代写医学论文获刑#（via.@人民日报 ）,鹿先生twq,敏感,http://wx1.sinaimg.cn/thumbnail/c08a37fcgy1gomn2a3b55j20c80k20ua.jpg,0,0,转发,政务 公安,优速,新浪微博,江苏
2021-03-19 23:56:00,太突然！刚刚，刘强东预言成真，又一巨头轰然倒下！！,2017年快递企业满意度排名 四年前吊车尾的快捷快递，2018年4月宣布停网，全国5300个网点毁于一旦，留下一堆烂摊子。 2019年2月，安能物流壮士断腕，砍掉了旗下寄予厚望的安能快递，回到了两年前的快运行业。,http://mp.weixin.qq.com/s?__biz=MzI0MDA4MzA0Nw==&mid=2652848913&idx=1&sn=232fafcb3e117e98d4416b0f7b1d4d49&scene=0,,,中性,,,,,其他,"安能物流,优速",微信,广东
2021-03-19 23:56:00,转发微博,,http://weibo.com/6170963146/K6Y8ygNuP,@江苏建筑职业技术学院 #教育优速递#【#2025年江苏进全国前列高水平大学达20所#】日前，#江苏发布未来五年高水平大学建设方案#。《方案》提出，到2025年，江苏更多高校进入国家层面开展的一流大学和一流学科建设行列，进入全国前列的高水平大学达到20所，其中省属高校达到11所，省属高校中新增2－3个学科进入全国学科评估前10%。（via.@我苏特稿 ）http://t.cn/A6t3e1qf,鹿先生twq,非敏感,,0,0,转发,其他,优速,新浪微博,江苏
2021-03-19 23:54:00,转发微博,,http://weibo.com/6170963146/K6Y7V00kG,@江苏建筑职业技术学院 #教育优速递#【#五部委规范大学生互联网消费贷#】近日，中国银保监会等五部委联合发布通知：①明确#小贷公司不得发放大学生互联网消费贷#；②明确#未经批准设立机构不得提供大学生信贷服务#；③严厉打击针对大学生群体以套路贷、高利贷等方式实施的犯罪活动；④加大对非法拘禁、绑架、暴力催收等违法犯罪活动的打击力度…详戳网址：http://t.cn/A6t1Iyx9（via.@人民日报 ）,鹿先生twq,中性,http://wx4.sinaimg.cn/thumbnail/c08a37fcly1gontybl1dyj20c80e2jte.jpg,0,0,转发,政务 公安,优速,新浪微博,江苏
2021-03-19 23:53:00,太突然！刚刚，刘强东预言成真，又一巨头轰然倒下！！,2017年快递企业满意度排名 四年前吊车尾的快捷快递，2018年4月宣布停网，全国5300个网点毁于一旦，留下一堆烂摊子。 2019年2月，安能物流壮士断腕，砍掉了旗下寄予厚望的安能快递，回到了两年前的快运行业。,http://mp.weixin.qq.com/s?__biz=MzA5MTg5NzM0NA==&mid=2653105361&idx=1&sn=bc754b76dcac38db35c37eee946076da&scene=0,,,中性,,,,,其他,"安能物流,优速",微信,广东
2021-03-19 23:53:00,容县便民信息：招聘、求职、出租、转让等（3.19）,"联系电话，13926416769，卢女士 【招聘】容县安能物流公司诚招客服两名，要求熟悉电脑流程操作，有责任感，有良好的语言沟通能力，月休两日，工资面谈17777510801,18775554050陈经理 【招聘】顺发电子厂与多家公司和作专业生产耳机插头工作环境好是人性化管理上班时间8－9小时。中午管吃三个菜。招有责任心的工人，上班时间稳定有全勤奖。早上八点到下午五点半可以拿到60一个月全勤奖。",http://mp.weixin.qq.com/s?__biz=MzI0MTM5NTUzNQ==&mid=2247570442&idx=8&sn=5471e93cf086fa6ea172b8be7b42455c&scene=0,,,非敏感,,,,,其他,安能物流,微信,广西
2021-03-19 23:53:00,铸铜白求恩人物像雕塑,图片}{标题段落}我们推荐您选用安能物流进行运输。1.8米的铜雕校园白求恩比较容易安装，只需要依照我公司提供的安装视频，可以自己安装。铜雕校园白求恩属于铜雕的一类。 铸铜白求恩人物像雕塑-韶关白求恩黄铜雕塑加工厂{短句,http://www.hdzc.net/qysx/qoq8owm/13201586.html,,,非敏感,,,,,其他,安能物流,邯郸之窗,河北
